timestamp,load_mw,temperature_c,latitude,longitude
2025-06-01 00:00,1223.2,23.0,40.71,-74.0
2025-06-01 01:00,1216.4,21.15,40.71,-74.0
2025-06-01 02:00,1211.3,19.15,40.71,-74.0
2025-06-01 03:00,1209.0,17.15,40.71,-74.0
2025-06-01 04:00,1210.4,15.3,40.71,-74.0
2025-06-01 05:00,1216.1,13.71,40.71,-74.0
2025-06-01 06:00,1226.5,12.52,40.71,-74.0
2025-06-01 07:00,1241.5,11.79,40.71,-74.0
2025-06-01 08:00,1261.0,11.59,40.71,-74.0
2025-06-01 09:00,1284.2,11.93,40.71,-74.0
2025-06-01 10:00,1310.2,12.8,40.71,-74.0
2025-06-01 11:00,1337.9,14.14,40.71,-74.0
2025-06-01 12:00,1366.2,15.87,40.71,-74.0
2025-06-01 13:00,1393.6,17.86,40.71,-74.0
2025-06-01 14:00,1418.9,20.0,40.71,-74.0
2025-06-01 15:00,1441.0,22.13,40.71,-74.0
2025-06-01 16:00,1469.5,24.13,40.71,-74.0
2025-06-01 17:00,1626.7,25.84,40.71,-74.0
2025-06-01 18:00,1746.2,27.18,40.71,-74.0
2025-06-01 19:00,1820.5,28.03,40.71,-74.0
2025-06-01 20:00,1845.3,28.36,40.71,-74.0
2025-06-01 21:00,1819.6,28.14,40.71,-74.0
2025-06-01 22:00,1745.9,27.39,40.71,-74.0
2025-06-01 23:00,1629.8,26.17,40.71,-74.0
2025-06-02 00:00,1929.7,24.56,40.71,-74.0
2025-06-02 01:00,1867.4,22.68,40.71,-74.0
2025-06-02 02:00,1853.5,20.65,40.71,-74.0
2025-06-02 03:00,1841.9,18.62,40.71,-74.0
2025-06-02 04:00,1833.5,16.73,40.71,-74.0
2025-06-02 05:00,1828.9,15.11,40.71,-74.0
2025-06-02 06:00,1828.5,13.87,40.71,-74.0
2025-06-02 07:00,1832.4,13.11,40.71,-74.0
2025-06-02 08:00,1840.3,12.86,40.71,-74.0
2025-06-02 09:00,1851.6,13.16,40.71,-74.0
2025-06-02 10:00,1865.4,13.98,40.71,-74.0
2025-06-02 11:00,1880.6,15.27,40.71,-74.0
2025-06-02 12:00,1896.1,16.95,40.71,-74.0
2025-06-02 13:00,1910.5,18.89,40.71,-74.0
2025-06-02 14:00,1922.7,20.98,40.71,-74.0
2025-06-02 15:00,1931.4,23.06,40.71,-74.0
2025-06-02 16:00,2019.4,24.99,40.71,-74.0
2025-06-02 17:00,2158.4,26.66,40.71,-74.0
2025-06-02 18:00,2259.5,27.93,40.71,-74.0
2025-06-02 19:00,2315.2,28.73,40.71,-74.0
2025-06-02 20:00,2321.5,28.99,40.71,-74.0
2025-06-02 21:00,2277.3,28.71,40.71,-74.0
2025-06-02 22:00,2185.1,27.91,40.71,-74.0
2025-06-02 23:00,2050.6,26.62,40.71,-74.0
2025-06-03 00:00,1882.3,24.95,40.71,-74.0
2025-06-03 01:00,1774.7,23.0,40.71,-74.0
2025-06-03 02:00,1748.3,20.91,40.71,-74.0
2025-06-03 03:00,1724.5,18.82,40.71,-74.0
2025-06-03 04:00,1704.1,16.86,40.71,-74.0
2025-06-03 05:00,1688.0,15.18,40.71,-74.0
2025-06-03 06:00,1676.5,13.87,40.71,-74.0
2025-06-03 07:00,1669.6,13.04,40.71,-74.0
2025-06-03 08:00,1667.2,12.73,40.71,-74.0
2025-06-03 09:00,1668.7,12.97,40.71,-74.0
2025-06-03 10:00,1673.2,13.72,40.71,-74.0
2025-06-03 11:00,1679.6,14.95,40.71,-74.0
2025-06-03 12:00,1686.8,16.56,40.71,-74.0
2025-06-03 13:00,1693.6,18.45,40.71,-74.0
2025-06-03 14:00,1698.7,20.47,40.71,-74.0
2025-06-03 15:00,1701.0,22.48,40.71,-74.0
2025-06-03 16:00,1729.9,24.36,40.71,-74.0
2025-06-03 17:00,1858.7,25.96,40.71,-74.0
2025-06-03 18:00,1950.2,27.18,40.71,-74.0
2025-06-03 19:00,1997.3,27.92,40.71,-74.0
2025-06-03 20:00,1995.7,28.13,40.71,-74.0
2025-06-03 21:00,1944.3,27.79,40.71,-74.0
2025-06-03 22:00,1845.8,26.93,40.71,-74.0
2025-06-03 23:00,1705.8,25.59,40.71,-74.0
2025-06-04 00:00,1543.8,23.87,40.71,-74.0
2025-06-04 01:00,1516.4,21.87,40.71,-74.0
2025-06-04 02:00,1491.1,19.73,40.71,-74.0
2025-06-04 03:00,1469.0,17.59,40.71,-74.0
2025-06-04 04:00,1451.2,15.59,40.71,-74.0
2025-06-04 05:00,1438.2,13.86,40.71,-74.0
2025-06-04 06:00,1430.5,12.52,40.71,-74.0
2025-06-04 07:00,1428.2,11.64,40.71,-74.0
2025-06-04 08:00,1431.0,11.3,40.71,-74.0
2025-06-04 09:00,1438.3,11.5,40.71,-74.0
2025-06-04 10:00,1449.2,12.22,40.71,-74.0
