timestamp,load_mw,temperature_c,latitude,longitude
2025-06-01 00:00,27655.3,23.0,34.05,-118.25
2025-06-01 01:00,27413.8,21.15,34.05,-118.25
2025-06-01 02:00,27196.0,19.15,34.05,-118.25
2025-06-01 03:00,27017.4,17.15,34.05,-118.25
2025-06-01 04:00,26891.0,15.3,34.05,-118.25
2025-06-01 05:00,26826.2,13.71,34.05,-118.25
2025-06-01 06:00,26828.0,12.52,34.05,-118.25
2025-06-01 07:00,26897.1,11.79,34.05,-118.25
2025-06-01 08:00,27029.5,11.59,34.05,-118.25
2025-06-01 09:00,27216.8,11.93,34.05,-118.25
2025-06-01 10:00,27447.0,12.8,34.05,-118.25
2025-06-01 11:00,27705.1,14.14,34.05,-118.25
2025-06-01 12:00,27974.0,15.87,34.05,-118.25
2025-06-01 13:00,28236.2,17.86,34.05,-118.25
2025-06-01 14:00,28474.2,20.0,34.05,-118.25
2025-06-01 15:00,28672.6,22.13,34.05,-118.25
2025-06-01 16:00,28831.9,24.13,34.05,-118.25
2025-06-01 17:00,29101.0,25.84,34.05,-118.25
2025-06-01 18:00,29260.9,27.18,34.05,-118.25
2025-06-01 19:00,29301.7,28.03,34.05,-118.25
2025-06-01 20:00,29221.4,28.36,34.05,-118.25
2025-06-01 21:00,29026.4,28.14,34.05,-118.25
2025-06-01 22:00,28730.5,27.39,34.05,-118.25
2025-06-01 23:00,28354.8,26.17,34.05,-118.25
2025-06-02 00:00,28375.4,24.56,34.05,-118.25
2025-06-02 01:00,28064.8,22.68,34.05,-118.25
2025-06-02 02:00,27838.2,20.65,34.05,-118.25
2025-06-02 03:00,27650.3,18.62,34.05,-118.25
2025-06-02 04:00,27514.1,16.73,34.05,-118.25
2025-06-02 05:00,27438.9,15.11,34.05,-118.25
2025-06-02 06:00,27430.0,13.87,34.05,-118.25
2025-06-02 07:00,27487.9,13.11,34.05,-118.25
2025-06-02 08:00,27608.8,12.86,34.05,-118.25
2025-06-02 09:00,27784.2,13.16,34.05,-118.25
2025-06-02 10:00,28002.2,13.98,34.05,-118.25
2025-06-02 11:00,28247.8,15.27,34.05,-118.25
2025-06-02 12:00,28504.0,16.95,34.05,-118.25
2025-06-02 13:00,28753.1,18.89,34.05,-118.25
2025-06-02 14:00,28978.0,20.98,34.05,-118.25
2025-06-02 15:00,29163.0,23.06,34.05,-118.25
2025-06-02 16:00,29402.7,24.99,34.05,-118.25
2025-06-02 17:00,29652.1,26.66,34.05,-118.25
