timestamp,solar_mw,wind_mw,renewable_mw,temperature_c,ghi_wm2,wind_speed_mps,latitude,longitude,altitude_m
2025-06-01 00:00,0.0,12.6,12.6,22.5,0,6.86,39.74,-105.18,1600
2025-06-01 01:00,0.0,15.9,15.9,20.33,0,7.17,39.74,-105.18,1600
2025-06-01 02:00,0.0,18.6,18.6,18.0,0,7.39,39.74,-105.18,1600
2025-06-01 03:00,0.0,20.2,20.2,15.67,0,7.51,39.74,-105.18,1600
2025-06-01 04:00,0.0,20.5,20.5,13.5,0,7.53,39.74,-105.18,1600
2025-06-01 05:00,0.0,19.4,19.4,11.64,0,7.45,39.74,-105.18,1600
2025-06-01 06:00,0.0,17.2,17.2,10.21,0,7.28,39.74,-105.18,1600
2025-06-01 07:00,25.5,14.4,39.9,9.31,111.1,7.04,39.74,-105.18,1600
2025-06-01 08:00,65.2,11.5,76.6,9.0,284.9,6.74,39.74,-105.18,1600
2025-06-01 09:00,108.1,8.7,116.8,9.31,474.2,6.41,39.74,-105.18,1600
2025-06-01 10:00,147.4,6.4,153.8,10.21,648.8,6.08,39.74,-105.18,1600
2025-06-01 11:00,177.6,4.7,182.3,11.64,783.8,5.78,39.74,-105.18,1600
2025-06-01 12:00,194.7,3.5,198.2,13.5,860.5,5.52,39.74,-105.18,1600
2025-06-01 13:00,196.4,2.8,199.2,15.67,868.0,5.33,39.74,-105.18,1600
2025-06-01 14:00,182.3,2.4,184.7,18.0,804.5,5.22,39.74,-105.18,1600
2025-06-01 15:00,153.9,2.4,156.3,20.33,677.7,5.21,39.74,-105.18,1600
2025-06-01 16:00,114.8,2.7,117.5,22.5,504.0,5.3,39.74,-105.18,1600
2025-06-01 17:00,70.5,3.4,73.8,24.36,308.0,5.49,39.74,-105.18,1600
2025-06-01 18:00,28.0,4.6,32.6,25.79,122.2,5.76,39.74,-105.18,1600
2025-06-01 19:00,0.0,6.5,6.5,26.69,0,6.09,39.74,-105.18,1600
2025-06-01 20:00,0.0,9.2,9.2,27.0,0,6.47,39.74,-105.18,1600
2025-06-01 21:00,0.0,12.8,12.8,26.69,0,6.88,39.74,-105.18,1600
2025-06-01 22:00,0.0,17.2,17.2,25.79,0,7.28,39.74,-105.18,1600
2025-06-01 23:00,0.0,22.0,22.0,24.36,0,7.65,39.74,-105.18,1600
2025-06-02 00:00,0.0,26.8,26.8,22.5,0,7.96,39.74,-105.18,1600
2025-06-02 01:00,0.0,30.8,30.8,20.33,0,8.2,39.74,-105.18,1600
2025-06-02 02:00,0.0,33.4,33.4,18.0,0,8.34,39.74,-105.18,1600
2025-06-02 03:00,0.0,34.2,34.2,15.67,0,8.38,39.74,-105.18,1600
2025-06-02 04:00,0.0,32.9,32.9,13.5,0,8.31,39.74,-105.18,1600
2025-06-02 05:00,0.0,29.8,29.8,11.64,0,8.14,39.74,-105.18,1600
2025-06-02 06:00,0.0,25.5,25.5,10.21,0,7.88,39.74,-105.18,1600
2025-06-02 07:00,27.8,20.5,48.3,9.31,121.2,7.54,39.74,-105.18,1600
2025-06-02 08:00,69.9,15.6,85.4,9.0,305.4,7.14,39.74,-105.18,1600
2025-06-02 09:00,113.9,11.2,125.2,9.31,499.8,6.71,39.74,-105.18,1600
2025-06-02 10:00,152.8,7.8,160.6,10.21,672.7,6.28,39.74,-105.18,1600
2025-06-02 11:00,181.2,5.2,186.4,11.64,799.8,5.88,39.74,-105.18,1600
2025-06-02 12:00,195.6,3.5,199.1,13.5,864.6,5.52,39.74,-105.18,1600
2025-06-02 13:00,194.4,2.4,196.9,15.67,859.4,5.23,39.74,-105.18,1600
2025-06-02 14:00,178.0,1.8,179.8,18.0,785.5,5.02,39.74,-105.18,1600
2025-06-02 15:00,148.3,1.5,149.8,20.33,652.9,4.91,39.74,-105.18,1600
2025-06-02 16:00,109.3,1.5,110.8,22.5,479.6,4.9,39.74,-105.18,1600
2025-06-02 17:00,66.3,1.7,68.0,24.36,289.8,4.99,39.74,-105.18,1600
2025-06-02 18:00,26.1,2.2,28.3,25.79,113.7,5.16,39.74,-105.18,1600
2025-06-02 19:00,0.0,3.0,3.0,26.69,0,5.4,39.74,-105.18,1600
2025-06-02 20:00,0.0,4.3,4.3,27.0,0,5.7,39.74,-105.18,1600
2025-06-02 21:00,0.0,6.0,6.0,26.69,0,6.01,39.74,-105.18,1600
2025-06-02 22:00,0.0,8.1,8.1,25.79,0,6.33,39.74,-105.18,1600
2025-06-02 23:00,0.0,10.4,10.4,24.36,0,6.62,39.74,-105.18,1600
2025-06-03 00:00,0.0,12.6,12.6,22.5,0,6.86,39.74,-105.18,1600
2025-06-03 01:00,0.0,14.3,14.3,20.33,0,7.03,39.74,-105.18,1600
2025-06-03 02:00,0.0,15.2,15.2,18.0,0,7.11,39.74,-105.18,1600
2025-06-03 03:00,0.0,15.0,15.0,15.67,0,7.09,39.74,-105.18,1600
2025-06-03 04:00,0.0,13.7,13.7,13.5,0,6.96,39.74,-105.18,1600
2025-06-03 05:00,0.0,11.5,11.5,11.64,0,6.75,39.74,-105.18,1600
2025-06-03 06:00,0.0,8.9,8.9,10.21,0,6.44,39.74,-105.18,1600
2025-06-03 07:00,24.7,6.3,31.0,9.31,107.7,6.06,39.74,-105.18,1600
2025-06-03 08:00,62.3,4.0,66.3,9.0,272.2,5.64,39.74,-105.18,1600
2025-06-03 09:00,101.9,2.3,104.2,9.31,447.0,5.19,39.74,-105.18,1600
2025-06-03 10:00,137.2,1.2,138.3,10.21,603.9,4.74,39.74,-105.18,1600
2025-06-03 11:00,163.4,0.5,163.9,11.64,721.1,4.32,39.74,-105.18,1600
2025-06-03 12:00,177.2,0.2,177.4,13.5,783.4,3.96,39.74,-105.18,1600
2025-06-03 13:00,177.1,0.1,177.1,15.67,782.6,3.67,39.74,-105.18,1600
2025-06-03 14:00,162.9,0.0,162.9,18.0,719.0,3.48,39.74,-105.18,1600
2025-06-03 15:00,136.5,0.0,136.5,20.33,600.9,3.39,39.74,-105.18,1600
2025-06-03 16:00,101.1,0.0,101.1,22.5,443.7,3.4,39.74,-105.18,1600
2025-06-03 17:00,61.6,0.0,61.7,24.36,269.5,3.51,39.74,-105.18,1600
